33,2009-11-24,4,33,2009-11-24,郑州,河南,CN,4
34,2009-11-24,4,41,2009-11-24,广州,广东,CN,3
35,2009-12-1,4,48,2009-12-1,广州,广东,CN,46
36,2009-12-1,4,54,2009-12-1,郑州,河南,CN,6
37,2009-12-8,4,44,2009-12-8,广州,广东,CN,9
38,2009-12-8,4,33,2009-12-8,广州,广东,CN,22
39,2009-12-23,4,46,2009-12-23,汕头,广东,CN,8
40,2011-11-30,4,29,2009-12-23,大连,辽宁,CN,2
41,2009-12-29,4,37,2009-12-29,大连,辽宁,CN,20
42,2009-12-29,4,34,2009-12-29,广州市,广东,CN,2
43,2009-12-29,4,43,2009-12-29,武汉,湖北,CN,2
44,2006-11-17,5,43,2006-11-17,沈阳,辽宁,CN,83
45,2010-1-5,4,34,2010-1-5,大连,辽宁,CN,3
46,2010-1-12,4,49,2010-1-12,广州,广东,CN,21
47,2010-1-12,4,40,2010-1-12,北京,NULL,CN,2
48,2010-1-12,4,34,2010-1-12,东莞,广东,CN,2
49,2010-1-19,4,47,2010-1-19,沈阳,辽宁,CN,9
50,2010-1-19,4,35,2010-1-19,广州,广东,CN,14
51,2010-1-19,4,50,2010-1-19,汕头,广东,CN,7
52,2010-2-9,4,33,2010-2-9,汕头,广东,CN,3
53,2010-2-23,4,49,2010-2-23,大连,辽宁,CN,2
54,2010-2-23,6,49,2010-2-23,广州,广东,CN,83
55,2010-2-23,4,31,2010-2-23,上海,NULL,CN,14
56,2010-3-8,4,48,2010-3-8,武汉,湖北,CN,6
57,2010-3-23,4,56,2010-3-23,开封,河南,CN,19
58,2010-3-23,4,50,2010-3-23,北京,NULL,CN,7
59,2010-4-5,4,39,2010-4-5,广州,广东,CN,12
60,2010-5-24,4,45,2010-5-24,大连,辽宁,CN,3
61,2010-6-7,4,30,2010-6-7,广州,广东,CN,29
62,2010-6-7,4,28,2010-6-7,北京,NULL,CN,45
63,2010-6-,4,45,2010-6-21,上海,NULL,CN,3
64,2010-6-28,4,39,2010-6-28,大连,辽宁,CN,3
65,2010-7-12,4,37,2010-7-12,郑州,河南,CN,6
66,2010-7-19,4,34,2010-7-19,广州,广东,CN,5
67,2010-7-26,4,45,2010-7-26,大连,辽宁,CN,6
68,2010-7-26,4,31,2010-7-26,武汉,湖北,CN,5
69,2010-7-26,4,33,2010-7-26,佛山,广东,CN,2
70,2010-8-2,4,51,2010-8-2,汕头,广东,CN,27
71,2010-8-8,5,59,2010-8-8,大连,辽宁,CN,84
72,2010-8-15,4,30,2010-8-15,广州,广东,CN,3
73,2010-8-15,4,45,2010-8-15,广州,广东,CN,2
74,2010-8-23,4,40,2010-8-23,北京,NULL,CN,5
75,2010-8-23,4,59,2010-8-23,大连,辽宁,CN,4
76,2010-9-23,4,33,2010-9-23,广州,广东,CN,13
77,2010-10-10,4,29,2010-10-10,NULL,广东,CN,8
78,2010-5-11,4,29,2010-5-11,北京,NULL,CN,14
79,2010-10-29,5,32,2010-10-29,广州,广东,CN,27
80,2010-10-29,4,38,2010-10-29,广州,广东,CN,6
81,2010-10-29,4,43,2010-10-29,广州,广东,CN,3
82,2010-10-28,4,33,2010-10-28,广州,广东,CN,19
83,2010-10-29,4,57,2010-10-29,广州,广东,CN,2
84,2010-11-1,4,37,2010-11-1,广州,广东,CN,15
85,2010-11-15,4,32,2010-11-15,北京,NULL,CN,36
86,2010-11-1,4,42,2010-11-1,广州,广东,CN,3
87,2010-11-1,4,32,2010-11-1,北京,NULL,CN,9
88,2010-11-18,4,32,2010-11-18,广州,广东,CN,3
89,2010-11-17,4,40,2010-11-17,开平,广东,CN,4
90,2010-11-25,4,47,2010-11-25,汕头,广东,CN,13
91,2010-11-25,4,50,2010-11-25,汕头,广东,CN,4
92,2010-11-25,4,47,2010-11-25,东莞,广东,CN,2
93,2010-11-19,4,41,2010-11-19,东莞,广东,CN,3
94,2010-11-25,4,32,2010-11-25,深圳,广东,CN,7
95,2010-11-17,4,30,2010-11-17,广州,广东,CN,6
96,2010-11-25,4,31,2010-11-25,广州,广东,CN,4
97,2010-11-19,4,40,2010-11-19,上海,NULL,CN,7
98,2010-11-19,4,33,2010-11-19,北京,NULL,CN,2
99,2010-11-19,4,34,2010-11-19,北京,NULL,CN,13
100,2010-11-17,5,31,2010-11-17,广州,广东,CN,64
101,2010-11-17,4,41,2010-11-17,顺德,广东,CN,11
102,2010-11-17,4,33,2010-11-17,顺德,广东,CN,3
103,2010-11-17,4,44,2010-11-17,顺德,广东,CN,3
104,2010-11-19,4,41,2010-11-19,茂名,广东,CN,2
105,2010-11-19,4,35,2010-11-19,广州,广东,CN,2
106,2010-11-19,4,34,2010-11-19,顺德,广东,CN,5
107,2010-11-25,4,31,2010-11-25,广州,广东,CN,4
108,2010-11-19,4,46,2010-11-19,广州,广东,CN,2
109,2010-11-17,4,38,2010-11-17,广州,广东,CN,2
110,2010-11-25,4,42,2010-11-25,广州,广东,CN,11
111,2010-11-29,4,37,2010-11-29,广州,广东,CN,10
112,2010-11-25,4,34,2010-11-25,广州,广东,CN,8
113,2010-12-20,4,30,2010-12-20,广州,广东,CN,6
114,2010-11-25,4,29,2010-11-25,顺德,广东,CN,4
115,2008-10-24,5,53,2008-10-24,沈阳,辽宁,CN,78
116,2010-12-20,4,40,2010-12-20,福州,福建,CN,3
117,2011-1-22,4,35,2011-1-22,广州,广东,CN,5
118,2010-11-25,4,36,2010-11-25,深圳,广东,CN,2
119,2010-11-25,4,51,2010-11-25,顺德,广东,CN,6
120,2010-11-29,4,54,2010-11-29,顺德,广东,CN,3
121,2010-11-29,4,31,2010-11-29,广州,广东,CN,9
122,2010-11-29,4,35,2010-11-29,广州,广东,CN,3
123,2010-12-20,6,48,2010-12-20,大连,辽宁,CN,13
124,2010-12-20,4,56,2010-12-20,大连,辽宁,CN,3
125,2012-1-25,4,42,2011-1-22,武汉,湖北,CN,5
126,2010-11-29,4,32,2010-11-29,广州,广东,CN,6
127,2010-11-29,4,34,2010-11-29,武汉,湖北,CN,3
128,2010-11-29,4,39,2010-11-29,北京,NULL,CN,2
129,2010-11-29,4,42,2010-11-29,大连,辽宁,CN,2
130,2009-11-11,4,32,2009-11-11,广州,广东,CN,12
131,2009-11-18,4,43,2009-11-18,广州,广东,CN,2
132,2010-8-8,4,42,2010-8-8,沈阳,辽宁,CN,2
133,2010-10-25,4,39,2010-10-25,沈阳,辽宁,CN,4
134,2011-12-12,4,27,2011-12-12,广州,广东,CN,2
135,2010-12-6,4,34,2010-12-6,广州,广东,CN,11
136,2010-11-29,4,44,2010-11-29,郑州,河南,CN,2
137,2010-12-6,4,55,2010-12-6,郑州,河南,CN,5
138,2010-12-6,4,28,2010-12-6,珠海,广东,CN,2
139,2010-12-6,4,31,2010-12-6,广州,广东,CN,2
140,2010-12-13,4,51,2010-12-13,沈阳,辽宁,CN,3
141,2010-8-,4,41,2010-8-21,沈阳,辽宁,CN,9
142,2010-12-20,4,40,2010-12-20,沈阳,辽宁,CN,24
143,2010-12-13,4,29,2010-12-13,广州,广东,CN,3
144,2010-12-6,4,56,2010-12-6,广州,广东,CN,2
145,2010-10-19,6,38,2010-10-19,广州,广东,CN,96
146,2010-12-20,4,50,2010-12-20,沈阳,辽宁,CN,5
147,2010-12-13,4,41,2010-12-13,北京,NULL,CN,2
148,2010-12-13,4,41,2010-12-13,上海,NULL,CN,5
149,2010-12-13,4,38,2010-12-13,广州,广东,CN,13
150,2010-12-20,4,45,2010-12-20,广州,广东,CN,5
151,2010-12-20,4,31,2010-12-20,佛山,广东,CN,7
152,2010-12-20,4,30,2010-12-20,大连,辽宁,CN,2
153,2010-12-29,4,35,2010-12-29,郑州,河南,CN,2
154,2010-12-29,4,45,2010-12-29,汕头,广东,CN,2
155,2010-12-29,4,32,2010-12-29,北京,NULL,CN,3
156,2011-1-13,6,37,2011-1-13,广州,广东,CN,27
157,2011-1-4,4,37,2011-1-4,大连,辽宁,CN,9
158,2011-1-4,4,30,2011-1-4,郑州,河南,CN,2
159,2011-1-4,4,34,2011-1-4,广州,广东,CN,3
160,2011-1-4,4,38,2011-1-4,汕头,广东,CN,9
161,2011-1-4,4,34,2011-1-4,北京,NULL,CN,4
162,2011-1-4,4,34,2011-1-4,肇庆,广东,CN,11
163,2011-1-4,4,45,2011-1-4,北京,NULL,CN,2
164,2011-9-,4,28,2011-9-21,广州,广东,CN,5
165,2011-1-4,4,29,2011-1-4,北京,NULL,CN,2
166,2011-1-13,4,37,2011-1-13,广州,广东,CN,13
167,2011-1-13,4,51,2011-1-13,顺德,广东,CN,10
168,2011-1-13,4,44,2011-1-13,武汉,湖北,CN,2
169,2011-1-4,4,67,2011-1-4,广州,广东,CN,20
170,2011-1-13,4,27,2011-1-13,北京,NULL,CN,15
171,2011-1-13,4,38,2011-1-13,大连,辽宁,CN,2
172,2011-1-14,4,31,2011-1-14,郑州,河南,CN,3
173,2011-1-13,4,29,2011-1-13,北京,NULL,CN,2
174,2011-1-13,4,31,2011-1-13,广州,广东,CN,4
175,2011-1-14,4,39,2011-1-14,北京,NULL,CN,5
176,2011-1-14,4,37,2011-1-14,北京,NULL,CN,4
177,2011-1-24,4,37,2011-1-24,北京,NULL,CN,9
178,2011-1-14,4,40,2011-1-14,北京,NULL,CN,3
179,2007-4-12,4,36,2007-4-12,NULL,河南,CN,8
180,2011-1-13,4,35,2011-1-13,广州,广东,CN,16
181,2011-1-13,4,35,2011-1-13,广州,广东,CN,9
182,2011-1-13,4,29,2011-1-13,广州,广东,CN,11
183,2011-1-13,4,30,2011-1-13,广州,广东,CN,25
184,2011-9-24,4,39,2011-9-24,佛山,广东,CN,3
185,2007-4-8,4,32,2007-4-8,北京,NULL,CN,5
186,2011-1-4,4,32,2011-1-4,北京,NULL,CN,8
187,2011-9-30,4,39,2011-9-30,广州,广东,CN,5
188,2011-9-24,4,34,2011-9-24,广州,广东,CN,9
189,2011-9-30,4,48,2011-9-30,广州,广东,CN,9
190,2011-1-14,4,40,2011-1-14,郑州,河南,CN,15
191,2011-1-14,4,28,2011-1-14,郑州,河南,CN,6
192,2011-1-14,4,47,2011-1-14,郑州,河南,CN,21
193,2011-1-14,5,46,2011-1-14,郑州,河南,CN,38
194,2011-1-13,4,31,2011-1-13,广州市,广东,CN,35
195,2011-1-14,4,53,2011-1-14,广州,广东,CN,3
196,2011-1-14,4,46,2011-1-14,番禺,广东,CN,12
197,2011-1-14,4,36,2011-1-14,广州市,广东,CN,2
198,2011-1-14,4,30,2011-1-14,广州,广东,CN,4
199,2011-1-14,4,31,2011-1-14,东莞,广东,CN,2
200,2011-1-14,4,32,2011-1-14,东莞,广东,CN,3
