62762,2008/8/23,2014/3/31,2,130,167593,0.873661907
49215,2010/5/7,2014/3/31,4,89,149557,0.978068228
20362,2005/7/29,2014/3/31,11,83,103087,1.411593411
38022,2004/12/2,2014/3/31,2,99,162215,0.896966187
47179,2005/3/16,2014/3/31,27,40,198627,0.731685018
17903,2008/5/30,2014/3/31,11,52,99524,1.458000784
45581,2005/12/29,2014/3/31,10,65,119794,1.210876087
47255,2005/4/23,2014/3/31,3,34,151642,0.951756044
876,2006/8/14,2014/3/31,6,83,149993,0.960765569
6088,2011/11/14,2014/3/31,24,65,109089,1.318943707
50931,2012/12/20,2014/3/31,23,18,146238,0.982511386
38443,2007/6/8,2014/3/31,4,66,102689,1.39722054
8850,2006/4/17,2014/3/31,2,52,105167,1.356986792
59307,2011/3/15,2014/3/31,38,27,182561,0.780547269
20121,2004/11/30,2014/3/31,1,193,209912,0.675609779
53451,2012/6/26,2014/3/31,6,65,184730,0.764
59669,2012/4/11,2014/3/31,59,14,144708,0.97367319
49369,2009/10/19,2014/3/31,11,24,213058,0.658633893
52814,2010/10/9,2014/3/31,17,89,177556,0.787337009
57377,2008/6/20,2014/3/31,8,57,98104,1.42497258
31219,2009/11/13,2014/3/31,12,101,140188,0.996902945
29392,2013/3/3,2014/3/31,16,19,155552,0.897522308
12578,2006/6/29,2014/3/31,24,95,140931,0.988949912
19439,2008/4/1,2014/3/31,7,85,97855,1.423453171
29034,2004/11/24,2014/3/31,22,108,169746,0.817685954
2012,2004/11/26,2014/3/31,4,64,97250,1.426656247
47194,2005/4/2,2014/3/31,3,113,204853,0.674381581
26406,2009/8/27,2014/3/31,1,31,95766,1.438600025
56437,2005/11/16,2014/3/31,5,79,129119,1.065611103
59509,2012/5/2,2014/3/31,17,109,163010,0.843554751
13061,2009/3/29,2014/3/31,18,19,201613,0.681331859
12155,2009/6/4,2014/3/31,25,120,172352,0.790287551
26960,2006/4/15,2014/3/31,1,45,116917,1.154155854
1123,2007/5/8,2014/3/31,135,19,136374,0.988910129
12536,2010/5/27,2014/3/31,184,22,135717,0.993493225
43627,2009/12/27,2014/3/31,15,80,105118,1.277942503
37021,2006/12/25,2014/3/31,6,82,106666,1.255920537
40792,2010/8/8,2014/3/31,12,90,179472,0.744693267
22418,2010/8/6,2014/3/31,157,17,143287,0.931991388
27900,2006/9/15,2014/3/31,9,39,97116,1.374724556
21245,2008/5/5,2014/3/31,11,102,102961,1.295748779
2006,2004/11/24,2014/3/31,11,90,158149,0.843185667
11028,2005/1/22,2014/3/31,7,125,176585,0.75433474
62642,2007/2/7,2014/3/31,23,77,94142,1.414713624
29051,2004/12/7,2014/3/31,6,79,157844,0.843179595
19073,2006/11/9,2014/3/31,13,116,165365,0.802227557
58686,2011/1/19,2014/3/31,15,58,91515,1.448642081
781,2006/7/23,2014/3/31,8,109,144321,0.914492693
36780,2006/7/10,2014/3/31,9,180,182540,0.720028487
1359,2010/1/13,2014/3/31,1,103,218087,0.602317149
29076,2005/1/19,2014/3/31,8,107,155834,0.841613512
49714,2011/3/30,2014/3/31,121,14,125796,1.040394289
55458,2010/2/12,2014/3/31,2,149,155588,0.836742487
59905,2011/9/13,2014/3/31,49,76,94185,1.380177417
28087,2007/2/10,2014/3/31,3,55,94577,1.369523774
14825,2011/9/21,2014/3/31,4,80,92022,1.407186108
20173,2005/1/23,2014/3/31,16,40,139742,0.926317142
18700,2006/1/15,2014/3/31,7,142,183472,0.702883928
47040,2013/3/16,2014/3/31,23,14,126850,1.016463224
5040,2011/2/25,2014/3/31,30,24,125340,1.026238631
19751,2011/5/12,2014/3/31,18,13,126495,1.014545871
9980,2006/12/6,2014/3/31,2,85,151736,0.843447435
38079,2005/3/2,2014/3/31,3,68,117537,1.085817147
38098,2005/3/31,2014/3/31,8,116,161730,0.786706177
33282,2012/4/9,2014/3/31,2,123,89350,1.419099832
53999,2007/4/4,2014/3/31,17,47,91018,1.389867279
58806,2010/8/8,2014/3/31,95,14,123662,1.022610665
18869,2006/6/20,2014/3/31,107,49,90602,1.394936204
47265,2005/5/27,2014/3/31,2,86,157799,0.799002655
29997,2008/2/18,2014/3/31,11,60,106278,1.182681834
56325,2005/7/24,2014/3/31,4,110,166843,0.750906841
13606,2010/8/10,2014/3/31,179,15,183480,0.681333333
2104,2005/3/20,2014/3/31,2,67,119347,1.046676247
40556,2010/2/13,2014/3/31,1,51,99034,1.259950118
11511,2010/5/17,2014/3/31,69,74,96520,1.289827497
49752,2010/9/18,2014/3/31,27,12,121632,1.023333333
58064,2009/11/1,2014/3/31,6,59,85171,1.461263576
19497,2009/8/27,2014/3/31,18,120,176951,0.701123814
21578,2008/9/2,2014/3/31,3,60,88428,1.40060309
45772,2006/6/5,2014/3/31,1,57,90553,1.366744227
51134,2011/12/18,2014/3/31,57,43,195034,0.631640227
53729,2008/4/20,2014/3/31,2,113,151060,0.81511929
44980,2005/5/1,2014/3/31,23,42,165589,0.743348652
11139,2005/4/27,2014/3/31,16,58,94554,1.299097235
11327,2005/10/12,2014/3/31,30,16,184227,0.66544855
20131,2004/11/23,2014/3/31,18,122,180074,0.68017726
47276,2005/5/29,2014/3/31,6,72,91164,1.343311285
13323,2009/11/13,2014/3/31,10,113,121394,1.008554047
56336,2005/8/2,2014/3/31,2,77,157206,0.777235347
19460,2008/12/13,2014/3/31,10,57,91658,1.332451177
15014,2012/1/4,2014/3/31,13,16,115401,1.057235119
21884,2009/5/8,2014/3/31,9,77,151637,0.803643702
11030,2005/1/20,2014/3/31,3,88,117157,1.039534044
10164,2007/5/27,2014/3/31,51,13,137604,0.884236795
2196,2005/5/20,2014/3/31,3,124,113615,1.070194781
38329,2005/11/17,2014/3/31,31,69,147549,0.823818121
3092,2008/2/26,2014/3/31,1,66,86430,1.406350341
31122,2010/12/1,2014/3/31,102,26,178921,0.679305671
44276,2009/8/1,2014/3/31,4,59,94946,1.273062688
38451,2007/6/4,2014/3/31,1,125,189177,0.637994577
30926,2009/3/14,2014/3/31,11,97,171544,0.701652637
36573,2006/1/25,2014/3/31,3,57,144505,0.832500467
17463,2011/1/4,2014/3/31,5,64,262290,0.457967364
20144,2004/12/24,2014/3/31,114,49,88903,1.350911443
20731,2007/9/17,2014/3/31,2,58,84353,1.423312271
2129,2005/4/6,2014/3/31,5,136,145540,0.82433441
53365,2010/12/17,2014/3/31,4,68,148879,0.804845344
3018,2008/2/11,2014/3/31,4,71,180226,0.664729007
36912,2006/11/1,2014/3/31,16,116,130636,0.916310894
1159,2007/5/28,2014/3/31,1,110,172640,0.693026819
39380,2008/7/21,2014/3/31,12,105,145253,0.823284201
12218,2009/3/3,2014/3/31,21,52,83356,1.433468257
38199,2005/6/16,2014/3/31,3,106,167199,0.714441235
38134,2005/4/17,2014/3/31,178,11,112128,1.065035317
49346,2010/4/28,2014/3/31,13,59,92635,1.283990608
46325,2007/11/29,2014/3/31,18,59,145433,0.817583423
27661,2006/1/16,2014/3/31,26,83,94441,1.254728561
39773,2012/5/8,2014/3/31,317,10,122320,0.966
3321,2008/8/31,2014/3/31,1,116,136228,0.866121649
47224,2005/4/19,2014/3/31,2,95,138873,0.849043083
14675,2011/8/20,2014/3/31,6,79,151183,0.778897164
36635,2006/3/28,2014/3/31,7,76,86061,1.367977249
20685,2007/7/14,2014/3/31,1,100,91727,1.282347182
20116,2004/11/20,2014/3/31,1,107,165304,0.710868219
27657,2006/2/2,2014/3/31,290,25,109336,1.074683178
30225,2008/6/1,2014/3/31,13,114,151625,0.774562836
39847,2010/3/10,2014/3/31,9,57,84080,1.394920314
19134,2007/1/9,2014/3/31,22,76,119514,0.98076627
30983,2012/10/17,2014/3/31,99,11,111496,1.05
53954,2006/4/11,2014/3/31,30,43,94144,1.240551283
13680,2011/2/22,2014/3/31,22,20,148827,0.784519543
56497,2007/6/17,2014/3/31,32,53,85000,1.373478
20401,2005/9/9,2014/3/31,4,56,82981,1.403768453
23819,2011/9/28,2014/3/31,2,84,140535,0.827823318
3110,2008/3/15,2014/3/31,6,111,141864,0.819703519
23531,2011/5/30,2014/3/31,18,109,126167,0.921339098
27678,2006/3/2,2014/3/31,5,60,98083,1.175007596
4581,2010/7/25,2014/3/31,3,61,161499,0.713012031
3339,2008/8/28,2014/3/31,9,43,93447,1.231469603
36953,2006/12/7,2014/3/31,5,149,157683,0.724336929
44217,2010/10/20,2014/3/31,4,43,111807,1.020765158
13818,2010/4/25,2014/3/31,83,56,114358,0.995827664
8608,2005/11/15,2014/3/31,3,94,109142,1.040933738
2303,2005/8/30,2014/3/31,13,84,139338,0.811427392
33645,2012/7/20,2014/3/31,9,16,107047,1.051401627
27651,2006/1/24,2014/3/31,17,128,131315,0.856878118
9874,2006/10/26,2014/3/31,2,124,130776,0.860026534
50023,2011/1/28,2014/3/31,4,111,130622,0.859196613
40219,2009/7/9,2014/3/31,1,77,134838,0.832180765
35876,2006/4/2,2014/3/31,22,42,77936,1.436042137
58293,2009/11/2,2014/3/31,1,124,160524,0.695089955
5737,2011/7/25,2014/3/31,6,19,96503,1.156085303
39208,2010/8/28,2014/3/31,45,53,134627,0.828407972
13798,2011/6/1,2014/3/31,1,61,83245,1.337276713
58411,2009/12/12,2014/3/31,1,17,105377,1.056396083
13846,2011/8/28,2014/3/31,4,48,119036,0.934725209
27945,2006/10/13,2014/3/31,22,26,94249,1.178456641
54719,2006/3/11,2014/3/31,31,43,79426,1.395587087
4234,2009/8/7,2014/3/31,61,87,115134,0.962306964
13056,2010/5/22,2014/3/31,1,114,124499,0.889901525
38816,2010/2/19,2014/3/31,20,54,75651,1.462917873
22490,2009/12/9,2014/3/31,20,68,163454,0.676618926
47762,2007/9/28,2014/3/31,6,112,134757,0.82046172
30223,2008/10/12,2014/3/31,13,73,163958,0.673120738
35584,2007/6/12,2014/3/31,38,49,80641,1.368281891
4835,2012/8/22,2014/3/31,2,40,127004,0.868515165
38084,2005/3/16,2014/3/31,5,82,135413,0.81353969
49017,2009/1/17,2014/3/31,1,154,129582,0.848141331
29375,2005/11/17,2014/3/31,13,58,145294,0.755701956
46350,2008/8/12,2014/3/31,2,52,97731,1.120337764
58999,2010/11/10,2014/3/31,8,43,78765,1.388142957
1294,2009/2/9,2014/3/31,4,105,138593,0.788873392
728,2006/1/10,2014/3/31,4,97,116461,0.93836632
55509,2010/6/9,2014/3/31,112,17,121870,0.896000164
49453,2010/2/26,2014/3/31,59,32,77106,1.416159832
31394,2010/5/31,2014/3/31,5,37,119320,0.914270784
35877,2006/3/31,2014/3/31,5,86,159612,0.682643911
59627,2012/3/17,2014/3/31,13,62,139995,0.778110575
23026,2010/12/16,2014/3/31,11,67,127081,0.856602875
9716,2006/6/29,2014/3/31,8,84,129836,0.837625235
21656,2009/1/15,2014/3/31,8,117,132853,0.816301476
4004,2009/6/10,2014/3/31,2,122,129272,0.837572715
18838,2006/5/4,2014/3/31,24,87,131029,0.82610529
35464,2009/1/20,2014/3/31,2,73,75413,1.434756209
8434,2005/9/9,2014/3/31,8,97,113939,0.949395993
4446,2010/2/23,2014/3/31,5,93,150612,0.7180637
54,2010/2/23,2014/3/31,8,83,134621,0.801739699
49682,2010/9/15,2014/3/31,11,105,145865,0.737595174
38902,2007/12/28,2014/3/31,56,27,164336,0.654476682
18679,2005/12/21,2014/3/31,31,24,110964,0.968107765
18811,2006/4/6,2014/3/31,2,137,122439,0.874927107
42861,2012/9/2,2014/3/31,22,57,90144,1.187537496
22286,2009/12/5,2014/3/31,7,50,89115,1.201031476
23172,2011/5/27,2014/3/31,8,45,139898,0.765013009
23537,2011/10/17,2014/3/31,1,109,122024,0.877036239
12880,2009/12/15,2014/3/31,18,46,80830,1.32374168
28325,2008/7/22,2014/3/31,17,77,139876,0.763144213
857,2006/10/1,2014/3/31,5,60,154736,0.689844509
14124,2012/6/12,2014/3/31,6,66,151383,0.705022823
55273,2007/4/3,2014/3/31,4,77,144030,0.74088551
26641,2006/3/4,2014/3/31,16,77,80208,1.325833583
62340,2010/10/21,2014/3/31,13,28,77108,1.378992322
59295,2011/5/8,2014/3/31,113,34,143761,0.739229694
20660,2007/6/11,2014/3/31,9,62,141413,0.751386294
55480,2010/4/30,2014/3/31,34,53,73717,1.440717609
59920,2011/9/18,2014/3/31,4,37,72741,1.459011837
1069,2007/2/10,2014/3/31,65,94,126174,0.839762709
54078,2007/6/21,2014/3/31,10,48,74411,1.423607397
40506,2010/7/28,2014/3/31,5,52,73647,1.430674841
13936,2011/5/11,2014/3/31,1,52,135689,0.776371777
35484,2005/11/2,2014/3/31,33,59,127314,0.827179729
35960,2008/2/26,2014/3/31,9,72,149171,0.705943112
12353,2008/5/19,2014/3/31,13,47,76753,1.37078264
20117,2004/11/23,2014/3/31,9,107,169750,0.619739087
26045,2011/7/11,2014/3/31,23,96,136246,0.771855467
28722,2012/4/18,2014/3/31,5,132,151273,0.694012613
5039,2011/1/19,2014/3/31,2,168,130985,0.800659159
23074,2011/12/5,2014/3/31,17,49,125237,0.837061811
47095,2004/12/2,2014/3/31,136,12,103960,1.00799115
9901,2006/12/6,2014/3/31,13,36,109695,0.954319431
28035,2006/4/23,2014/3/31,77,21,137610,0.760666667
48251,2009/1/17,2014/3/31,24,60,137654,0.760252081
20119,2004/11/26,2014/3/31,33,84,117382,0.8915401
62776,2006/4/3,2014/3/31,7,59,97219,1.075326325
9635,2006/4/16,2014/3/31,1,118,139566,0.746258043
30360,2008/8/20,2014/3/31,27,49,78417,1.327684941
60904,2012/8/28,2014/3/31,4,74,113789,0.91433425
15271,2011/12/10,2014/3/31,7,64,139827,0.744006522
35677,2007/8/8,2014/3/31,19,47,71121,1.461826465
55032,2006/11/8,2014/3/31,1,46,71012,1.462023883
8631,2007/5/29,2014/3/31,7,115,115562,0.8967864
44368,2010/10/2,2014/3/31,13,28,72232,1.434513512
13156,2010/6/25,2014/3/31,351,12,100421,1.029644795
17660,2006/7/23,2014/3/31,8,65,93221,1.107523948
13485,2009/12/12,2014/3/31,66,24,183418,0.562442563
12275,2008/8/8,2014/3/31,4,50,135574,0.760115583
19306,2007/4/25,2014/3/31,5,98,141053,0.728867305
29309,2005/9/4,2014/3/31,1,46,73338,1.398998609
13084,2009/6/17,2014/3/31,17,61,114031,0.899280547
24151,2011/11/10,2014/3/31,84,28,82659,1.238878525
33114,2012/1/16,2014/3/31,68,28,73852,1.386176542
1816,2012/10/12,2014/3/31,15,17,104641,0.978310605
45720,2006/5/18,2014/3/31,1,51,72274,1.416135816
21127,2008/2/24,2014/3/31,16,85,104969,0.974864579
27683,2006/1/25,2014/3/31,2,128,147767,0.69244581
5902,2012/9/8,2014/3/31,14,23,157186,0.650619648
3012,2008/2/14,2014/3/31,2,78,121231,0.84343724
30596,2009/1/5,2014/3/31,1,67,135439,0.754458243
29277,2005/8/11,2014/3/31,1,96,131739,0.775295546
13108,2011/4/3,2014/3/31,20,118,143796,0.710068848
61975,2012/7/15,2014/3/31,48,86,128754,0.792415925
14993,2012/2/15,2014/3/31,5,36,124032,0.82250645
57696,2009/7/1,2014/3/31,83,10,99312,1.025894957
54913,2006/9/18,2014/3/31,1,34,70486,1.443316261
8870,2006/7/21,2014/3/31,2,23,74910,1.357742091
37041,2007/2/1,2014/3/31,5,76,138952,0.731532688
57507,2009/12/26,2014/3/31,19,45,145724,0.696498655
56362,2005/8/15,2014/3/31,18,111,145458,0.697522309
48257,2006/4/14,2014/3/31,25,47,82382,1.230913428
48173,2006/1/30,2014/3/31,1,84,75766,1.337146213
29181,2005/3/27,2014/3/31,1,134,116627,0.867424696
26942,2006/3/27,2014/3/31,3,46,130782,0.771173327
10967,2004/11/1,2014/3/31,6,96,135009,0.746628299
40676,2011/1/3,2014/3/31,94,16,107690,0.936013465
29224,2005/6/22,2014/3/31,11,83,133367,0.755460796
38275,2005/9/3,2014/3/31,3,93,109943,0.91579564
59483,2011/7/1,2014/3/31,6,13,159016,0.632307692
1843,2012/10/13,2014/3/31,2,36,113253,0.886428351
18817,2006/4/28,2014/3/31,11,73,123568,0.810458452
6031,2012/1/14,2014/3/31,1,98,76759,1.303309449
18830,2006/5/5,2014/3/31,3,116,140571,0.710483528
38123,2005/4/26,2014/3/31,17,61,81113,1.230116011
57758,2010/7/19,2014/3/31,13,85,70965,1.401901923
2427,2007/5/16,2014/3/31,10,48,68459,1.453157218
1231,2007/10/17,2014/3/31,6,104,137698,0.721752894
45721,2006/5/19,2014/3/31,12,57,84129,1.179321043
18013,2006/4/13,2014/3/31,9,43,130985,0.757415506
53417,2011/2/25,2014/3/31,12,101,117880,0.841051069
56776,2007/10/30,2014/3/31,2,69,141164,0.702125684
47838,2007/10/31,2014/3/31,5,71,70069,1.413737887
28345,2009/1/6,2014/3/31,5,124,118049,0.837548052
8576,2007/11/16,2014/3/31,18,86,89195,1.10819519
2561,2007/6/22,2014/3/31,12,82,120536,0.818666539
50183,2011/3/7,2014/3/31,1,122,137879,0.714470804
3003,2012/6/2,2014/3/31,20,18,136876,0.718332944
56144,2005/2/8,2014/3/31,22,39,70792,1.387449853
22702,2010/7/1,2014/3/31,4,83,112709,0.870657357
44761,2007/6/6,2014/3/31,1,81,99888,0.982403492
3210,2008/9/23,2014/3/31,34,66,111545,0.8786453
2110,2005/3/16,2014/3/31,41,46,71622,1.365195471
20760,2007/8/31,2014/3/31,3,75,131146,0.745084105
29081,2005/1/28,2014/3/31,79,69,126180,0.774192107
49340,2009/9/3,2014/3/31,10,45,68136,1.432941764
55325,2007/7/3,2014/3/31,4,36,66829,1.460493648
11000,2004/12/2,2014/3/31,1,106,130691,0.746489276
40664,2010/6/14,2014/3/31,19,64,66612,1.464381643
32414,2011/9/1,2014/3/31,6,61,132797,0.734098361
55873,2012/8/26,2014/3/31,1,67,123556,0.788739195
8851,2006/4/19,2014/3/31,30,52,125190,0.778333174
23223,2011/3/21,2014/3/31,13,21,138363,0.704172358
14870,2011/9/18,2014/3/31,9,100,116315,0.8364076
26803,2008/3/21,2014/3/31,1,119,100147,0.971327249
29103,2005/2/26,2014/3/31,20,79,74503,1.305487564
13204,2009/8/27,2014/3/31,4,101,118160,0.822947613
53801,2005/9/9,2014/3/31,5,116,129478,0.750052132
17530,2011/4/9,2014/3/31,85,42,74368,1.303695272
11110,2005/4/9,2014/3/31,3,82,126149,0.767930622
2352,2005/10/7,2014/3/31,11,96,134194,0.72174598
21650,2008/8/28,2014/3/31,11,79,124218,0.779597965
8497,2006/3/17,2014/3/31,4,133,143216,0.675632052
13067,2009/2/22,2014/3/31,15,73,134897,0.717086814
44923,2006/3/28,2014/3/31,1,58,122349,0.790434004
48328,2008/9/23,2014/3/31,135,19,130168,0.742307172
6905,2013/1/20,2014/3/31,1,62,76356,1.265360941
20962,2007/11/17,2014/3/31,5,46,67761,1.425841856
35328,2011/6/2,2014/3/31,16,38,66550,1.450518407
35276,2010/7/21,2014/3/31,23,65,112320,0.858959758
15247,2012/12/7,2014/3/31,13,15,99645,0.968166892
26447,2010/5/27,2014/3/31,2,93,127824,0.754275019
39736,2008/10/20,2014/3/31,6,13,147883,0.651163082
47894,2007/12/3,2014/3/31,4,60,118514,0.811934708
4868,2010/9/25,2014/3/31,2,93,117159,0.82114127
44090,2011/11/25,2014/3/31,15,83,134851,0.712543548
24598,2012/6/23,2014/3/31,16,44,108388,0.886273019
29324,2005/9/8,2014/3/31,8,62,112125,0.855358305
25763,2010/11/10,2014/3/31,2,89,78410,1.221743017
56156,2005/2/28,2014/3/31,2,78,121245,0.789605839
28175,2007/4/17,2014/3/31,26,39,70142,1.3639718
13295,2009/9/13,2014/3/31,14,101,102834,0.929938153
4175,2010/1/2,2014/3/31,17,44,65769,1.452790676
17306,2009/8/26,2014/3/31,32,31,69453,1.375394871
22092,2009/7/15,2014/3/31,7,75,122158,0.781846052
19379,2007/6/12,2014/3/31,18,93,106705,0.894763601
25883,2010/4/1,2014/3/31,20,54,71496,1.33526505
53513,2005/9/20,2014/3/31,18,73,76834,1.242032954
56202,2005/4/6,2014/3/31,2,70,98334,0.969874916
8925,2008/3/13,2014/3/31,14,36,102876,0.926531747
56861,2008/1/10,2014/3/31,5,45,67936,1.401278409
3501,2008/10/16,2014/3/31,14,97,66431,1.432786199
7660,2009/10/20,2014/3/31,10,107,132823,0.715139321
26796,2008/3/3,2014/3/31,8,123,111589,0.850722921
59631,2011/8/6,2014/3/31,29,38,67361,1.408719882
55240,2007/4/19,2014/3/31,13,98,129338,0.733567861
47657,2007/8/7,2014/3/31,7,33,65345,1.451830132
12656,2008/11/8,2014/3/31,6,39,68043,1.393603751
34530,2010/9/20,2014/3/31,8,72,73670,1.286411022
49855,2010/10/14,2014/3/31,6,83,126476,0.749031121
56163,2005/3/5,2014/3/31,4,66,121756,0.777650711
30116,2008/3/27,2014/3/31,37,46,120983,0.78231049
2015,2004/11/12,2014/3/31,9,65,102504,0.923260068
