50,女,28,2010-1-19,1,广州,广东,中国,14
51,男,28,2010-1-19,1,汕头,广东,中国,7
52,女,28,2010-2-9,1,汕头,广东,中国,3
53,女,28,2010-2-23,1,大连,辽宁,中国,2
54,女,28,2010-2-23,6,广州,广东,中国,83
55,女,28,2010-2-23,1,上海,NULL,中国,14
56,男,28,2010-3-8,1,武汉,湖北,中国,6
57,男,28,2010-3-23,2,开封,河南,中国,19
58,男,28,2010-3-23,1,北京,NULL,中国,7
59,女,28,2010-4-5,1,广州,广东,中国,12
60,女,28,2010-5-24,1,大连,辽宁,中国,3
61,男,28,2010-6-7,2,广州,广东,中国,29
62,男,28,2010-6-7,4,北京,NULL,中国,45
63,女,28,2010-6-21,1,上海,NULL,中国,3
64,女,28,2010-6-28,1,大连,辽宁,中国,3
65,女,28,2010-7-12,1,郑州,河南,中国,6
66,男,28,2010-7-19,1,广州,广东,中国,5
67,女,28,2010-7-26,1,大连,辽宁,中国,6
68,女,28,2010-7-26,1,武汉,湖北,中国,5
69,女,28,2010-7-26,1,佛山,广东,中国,2
70,女,28,2010-8-2,2,汕头,广东,中国,27
71,女,28,2010-8-8,6,大连,辽宁,中国,84
72,男,28,2010-8-15,1,广州,广东,中国,3
73,女,28,2010-8-15,1,广州,广东,中国,2
74,男,28,2010-8-23,1,北京,NULL,中国,5
75,女,28,2010-8-23,1,大连,辽宁,中国,4
76,女,28,2010-9-23,1,广州,广东,中国,13
77,女,28,2010-10-10,1,NULL,广东,中国,8
78,女,28,2010-5-11,1,北京,NULL,中国,14
79,男,28,2010-10-29,2,广州,广东,中国,27
80,男,28,2010-10-29,1,广州,广东,中国,6
81,女,28,2010-10-29,1,广州,广东,中国,3
82,女,28,2010-10-28,2,广州,广东,中国,19
83,女,28,2010-10-29,1,广州,广东,中国,2
84,女,28,2010-11-1,2,广州,广东,中国,15
85,男,28,2010-11-15,3,北京,NULL,中国,36
86,男,28,2010-11-1,1,广州,广东,中国,3
87,男,28,2010-11-1,1,北京,NULL,中国,9
88,男,28,2010-11-18,1,广州,广东,中国,3
89,男,28,2010-11-17,1,开平,广东,中国,4
90,女,28,2010-11-25,1,汕头,广东,中国,13
91,男,28,2010-11-25,1,汕头,广东,中国,4
92,女,28,2010-11-25,1,东莞,广东,中国,2
93,女,28,2010-11-19,1,东莞,广东,中国,3
94,男,28,2010-11-25,1,深圳,广东,中国,7
95,男,28,2010-11-17,1,广州,广东,中国,6
96,女,28,2010-11-25,1,广州,广东,中国,4
97,男,28,2010-11-19,1,上海,NULL,中国,7
98,女,28,2010-11-19,1,北京,NULL,中国,2
99,男,28,2010-11-19,1,北京,NULL,中国,13
100,女,28,2010-11-17,5,广州,广东,中国,64
101,女,28,2010-11-17,1,顺德,广东,中国,11
102,女,28,2010-11-17,1,顺德,广东,中国,3
103,男,28,2010-11-17,1,顺德,广东,中国,3
104,女,28,2010-11-19,1,茂名,广东,中国,2
105,女,28,2010-11-19,1,广州,广东,中国,2
106,男,28,2010-11-19,1,顺德,广东,中国,5
107,女,28,2010-11-25,1,广州,广东,中国,4
108,男,28,2010-11-19,1,广州,广东,中国,2
109,男,28,2010-11-17,1,广州,广东,中国,2
110,男,28,2010-11-25,1,广州,广东,中国,11
111,女,28,2010-11-29,1,广州,广东,中国,10
112,男,28,2010-11-25,1,广州,广东,中国,8
113,男,28,2010-12-20,1,广州,广东,中国,6
114,女,28,2010-11-25,1,顺德,广东,中国,4
115,女,30,2008-10-24,6,沈阳,辽宁,中国,78
116,男,28,2010-12-20,1,福州,福建,中国,3
117,女,27,2011-1-22,1,广州,广东,中国,5
118,男,28,2010-11-25,1,深圳,广东,中国,2
119,女,28,2010-11-25,1,顺德,广东,中国,6
120,男,28,2010-11-29,1,顺德,广东,中国,3
121,女,28,2010-11-29,1,广州,广东,中国,9
122,女,28,2010-11-29,1,广州,广东,中国,3
123,男,28,2010-12-20,1,大连,辽宁,中国,13
124,男,28,2010-12-20,1,大连,辽宁,中国,3
125,男,26,2011-1-22,1,武汉,湖北,中国,5
126,男,28,2010-11-29,1,广州,广东,中国,6
127,男,28,2010-11-29,1,武汉,湖北,中国,3
128,女,28,2010-11-29,1,北京,NULL,中国,2
129,男,28,2010-11-29,1,大连,辽宁,中国,2
130,男,29,2009-11-11,1,广州,广东,中国,12
131,女,29,2009-11-18,1,广州,广东,中国,2
132,男,28,2010-8-8,1,沈阳,辽宁,中国,2
133,女,28,2010-10-25,1,沈阳,辽宁,中国,4
134,女,27,2011-12-12,1,广州,广东,中国,2
135,男,28,2010-12-6,1,广州,广东,中国,11
136,男,28,2010-11-29,1,郑州,河南,中国,2
137,女,28,2010-12-6,1,郑州,河南,中国,5
138,男,28,2010-12-6,1,珠海,广东,中国,2
139,女,28,2010-12-6,1,广州,广东,中国,2
140,女,28,2010-12-13,1,沈阳,辽宁,中国,3
141,女,28,2010-8-21,1,沈阳,辽宁,中国,9
142,男,28,2010-12-20,2,沈阳,辽宁,中国,24
143,女,28,2010-12-13,1,广州,广东,中国,3
144,男,28,2010-12-6,1,广州,广东,中国,2
145,男,28,2010-10-19,7,广州,广东,中国,96
146,男,28,2010-12-20,1,沈阳,辽宁,中国,5
147,女,28,2010-12-13,1,北京,NULL,中国,2
148,女,28,2010-12-13,1,上海,NULL,中国,5
149,男,28,2010-12-13,1,广州,广东,中国,13
150,女,28,2010-12-20,1,广州,广东,中国,5
151,女,28,2010-12-20,1,佛山,广东,中国,7
152,男,28,2010-12-20,1,大连,辽宁,中国,2
153,女,28,2010-12-29,1,郑州,河南,中国,2
154,女,28,2010-12-29,1,汕头,广东,中国,2
155,男,28,2010-12-29,1,北京,NULL,中国,3
156,女,27,2011-1-13,2,广州,广东,中国,27
157,女,27,2011-1-4,1,大连,辽宁,中国,9
158,男,27,2011-1-4,1,郑州,河南,中国,2
159,男,27,2011-1-4,1,广州,广东,中国,3
160,男,27,2011-1-4,1,汕头,广东,中国,9
161,男,27,2011-1-4,1,北京,NULL,中国,4
162,男,27,2011-1-4,1,肇庆,广东,中国,11
163,女,27,2011-1-4,1,北京,NULL,中国,2
164,男,27,2011-9-21,1,广州,广东,中国,5
165,女,27,2011-1-4,1,北京,NULL,中国,2
166,女,27,2011-1-13,1,广州,广东,中国,13
167,女,27,2011-1-13,1,顺德,广东,中国,10
168,男,27,2011-1-13,1,武汉,湖北,中国,2
169,女,27,2011-1-4,2,广州,广东,中国,20
170,女,27,2011-1-13,2,北京,NULL,中国,15
171,男,27,2011-1-13,1,大连,辽宁,中国,2
172,女,27,2011-1-14,1,郑州,河南,中国,3
173,女,27,2011-1-13,1,北京,NULL,中国,2
174,女,27,2011-1-13,1,广州,广东,中国,4
175,女,27,2011-1-14,1,北京,NULL,中国,5
176,女,27,2011-1-14,1,北京,NULL,中国,4
177,女,27,2011-1-24,1,北京,NULL,中国,9
178,男,27,2011-1-14,1,北京,NULL,中国,3
179,男,31,2007-4-12,1,NULL,河南,中国,8
180,女,27,2011-1-13,2,广州,广东,中国,16
181,女,27,2011-1-13,1,广州,广东,中国,9
182,女,27,2011-1-13,1,广州,广东,中国,11
183,男,27,2011-1-13,2,广州,广东,中国,25
184,女,27,2011-9-24,1,佛山,广东,中国,3
185,男,31,2007-4-8,1,北京,NULL,中国,5
186,男,27,2011-1-4,1,北京,NULL,中国,8
187,女,27,2011-9-30,1,广州,广东,中国,5
188,男,27,2011-9-24,1,广州,广东,中国,9
189,男,27,2011-9-30,1,广州,广东,中国,9
190,男,27,2011-1-14,2,郑州,河南,中国,15
191,男,27,2011-1-14,1,郑州,河南,中国,6
192,女,27,2011-1-14,2,郑州,河南,中国,21
193,男,27,2011-1-14,3,郑州,河南,中国,38
194,女,27,2011-1-13,3,广州市,广东,中国,35
195,女,27,2011-1-14,1,广州,广东,中国,3
196,男,27,2011-1-14,1,番禺,广东,中国,12
197,男,27,2011-1-14,1,广州市,广东,中国,2
198,男,27,2011-1-14,1,广州,广东,中国,4
199,女,27,2011-1-14,1,东莞,广东,中国,2
200,男,27,2011-1-14,1,东莞,广东,中国,3
